Region Name,State name,State and County,Region Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Price change % 2015-19
St. Bernard Parish,Louisiana,"St. Bernard Parish, Louisiana",22087,100,105.71,109.49,114.08,120.88,122.87,116.62,132.06,132.81,125.48,117.08,115.24,117.77,121.83,122.53,130.51,139.69,145.82,154.96,160.5,168.29,0.30988329388721136
St. Charles County,Missouri,"St. Charles County, Missouri",29183,100,106.09,112.39,115.93,124.61,134.02,140.8,142.76,139.92,133.48,127.48,121.7,118.52,119.2,124.84,129.81,137.11,145.37,151.95,159.88,166.6,0.28067926946491495
St. Charles Parish,Louisiana,"St. Charles Parish, Louisiana",22089,100,104.8,107.97,110.68,117.23,125.57,141.0,145.79,144.52,138.28,133.66,132.51,130.6,131.57,135.23,137.26,143.71,146.71,150.99,156.42,162.47,0.1566959994084154
St. Clair County,Alabama,"St. Clair County, Alabama",1115,100,104.75,107.15,110.06,113.65,119.89,127.59,131.51,131.63,128.03,121.34,117.42,115.89,115.74,116.89,122.93,124.9,128.02,136.03,140.05,146.03,0.19813499871674223
St. Clair County,Illinois,"St. Clair County, Illinois",17163,100,104.46,108.71,111.49,118.0,126.05,131.85,132.98,130.83,126.82,122.79,119.3,116.04,114.52,113.66,115.29,116.67,120.58,121.92,125.4,128.69,0.10329051557276103
St. Clair County,Michigan,"St. Clair County, Michigan",26147,100,105.07,107.46,108.96,112.44,116.02,115.34,110.36,100.2,90.69,79.3,75.36,75.29,79.29,84.92,90.64,94.76,102.33,110.24,114.33,118.73,0.3463259538389072
St. Croix County,Wisconsin,"St. Croix County, Wisconsin",55109,100,108.35,115.34,120.42,131.69,140.15,141.26,140.52,134.88,126.13,116.36,109.99,107.01,111.88,119.41,125.12,131.08,139.64,150.33,157.2,161.81,0.3164726572313876
St. Francis County,Arkansas,"St. Francis County, Arkansas",5123,100,101.49,103.71,105.06,110.01,109.56,109.64,114.2,111.77,112.87,105.73,107.42,109.12,104.08,105.72,101.94,117.19,105.88,106.23,107.12,119.38,0.01324252743094978
St. Francois County,Missouri,"St. Francois County, Missouri",29187,100,106.29,109.14,111.11,115.14,121.48,126.91,131.63,131.7,127.25,123.45,121.27,118.93,117.78,115.85,117.67,126.1,130.39,135.81,138.9,140.52,0.19896417781614173
St. James Parish,Louisiana,"St. James Parish, Louisiana",22093,100,105.91,109.23,111.93,117.32,124.39,147.35,155.63,157.05,151.55,150.32,155.01,154.99,155.01,156.34,161.16,162.56,171.02,169.01,174.41,179.87,0.11558142509914293
St. John the Baptist Parish,Louisiana,"St. John the Baptist Parish, Louisiana",22095,100,105.5,109.56,112.68,119.2,127.9,152.4,157.65,151.61,146.54,140.33,134.7,126.71,131.77,132.5,132.52,138.17,141.91,145.51,151.45,155.76,0.14301886792452811
St. Johns County,Florida,"St. Johns County, Florida",12109,100,107.69,116.39,123.85,140.57,171.16,198.27,196.06,174.56,151.1,135.96,127.1,126.6,132.49,145.12,157.25,171.9,182.99,193.15,204.39,212.47,0.40842061742006597
St. Joseph County,Indiana,"St. Joseph County, Indiana",18141,100,103.99,105.95,107.97,111.37,115.69,118.0,119.85,118.99,115.92,112.6,108.92,108.22,108.56,111.38,114.14,119.54,125.48,135.2,141.72,147.39,0.272400790087987
St. Joseph County,Michigan,"St. Joseph County, Michigan",26149,100,104.97,107.55,109.53,113.23,119.26,120.41,121.19,118.45,114.34,107.89,105.35,103.12,103.03,105.35,111.05,114.95,119.98,128.63,134.09,139.63,0.2728049359278597
St. Landry Parish,Louisiana,"St. Landry Parish, Louisiana",22097,100,102.92,106.21,108.66,113.95,117.78,131.15,137.83,141.74,138.49,139.31,135.63,135.73,133.9,142.58,145.61,147.33,147.15,153.15,150.2,153.74,0.053443680740636657
St. Lawrence County,New York,"St. Lawrence County, New York",36089,100,100.02,107.08,107.86,116.74,123.83,126.64,131.33,132.81,135.34,130.37,133.95,133.6,137.68,141.22,140.31,137.01,143.02,144.58,152.97,155.71,0.08320351225038936
St. Louis County,Missouri,"St. Louis County, Missouri",29189,100,105.78,111.17,115.09,123.37,132.34,137.33,139.16,135.36,128.54,122.38,117.8,115.11,115.06,119.54,123.87,129.21,135.01,140.59,145.21,149.77,0.21473983603814628
St. Louis County,Minnesota,"St. Louis County, Minnesota",27137,100,107.4,115.46,122.35,134.24,145.53,149.51,152.71,150.95,146.88,142.34,137.9,135.89,137.87,141.96,144.55,148.0,154.88,162.11,167.31,172.07,0.1785714285714286
St. Louis City,Missouri,"St. Louis City, Missouri",29510,100,110.19,119.26,125.94,137.99,150.45,157.58,158.65,157.01,150.79,144.53,138.92,135.12,135.71,140.45,144.46,150.75,157.8,164.52,170.49,178.6,0.2138839444642222
St. Lucie County,Florida,"St. Lucie County, Florida",12111,100,110.02,123.62,142.65,173.22,221.73,244.64,223.9,163.03,116.6,109.01,107.31,105.95,117.24,134.33,153.11,175.45,195.52,211.61,222.7,235.76,0.6578575150748156
St. Martin Parish,Louisiana,"St. Martin Parish, Louisiana",22099,100,103.91,108.99,112.75,118.89,127.0,139.48,148.54,151.82,149.46,145.08,145.49,147.9,151.39,153.61,157.71,161.03,162.61,166.96,163.68,168.98,0.0655556278888092
St. Mary Parish,Louisiana,"St. Mary Parish, Louisiana",22101,100,101.83,104.51,110.09,112.95,120.42,130.58,140.98,145.4,149.4,152.84,151.18,155.23,149.68,155.73,161.81,162.38,161.18,163.94,161.79,166.95,0.03891350414178385
St. Mary's County,Maryland,"St. Mary's County, Maryland",24037,100,105.4,111.95,119.56,141.12,172.73,195.31,199.41,188.41,171.81,161.55,155.66,152.28,153.8,153.35,154.05,155.07,157.56,161.23,168.52,172.8,0.09892402999673955
St. Tammany Parish,Louisiana,"St. Tammany Parish, Louisiana",22103,100,104.81,108.28,112.44,119.42,131.35,156.14,160.93,155.3,148.31,141.02,137.5,136.55,138.78,140.79,145.68,150.13,154.27,157.33,160.83,166.44,0.14233965480502886
Stafford County,Virginia,"Stafford County, Virginia",51179,100,109.73,123.33,134.95,163.7,203.84,222.74,211.02,181.65,152.92,147.65,143.03,145.48,153.49,162.52,167.5,172.17,176.76,184.06,190.47,198.08,0.17197883337435393
Stanislaus County,California,"Stanislaus County, California",6099,100,118.22,131.83,145.88,174.47,222.3,244.77,218.89,146.05,112.68,106.04,98.01,99.56,117.59,144.34,154.85,169.19,183.16,198.66,207.5,219.42,0.4375779409727034
Stanley County,South Dakota,"Stanley County, South Dakota",46117,100,102.72,105.88,105.88,113.09,117.66,134.04,134.79,133.32,135.61,139.5,136.19,137.9,139.84,143.05,162.73,166.97,160.67,168.11,172.89,172.1,0.20859839217056964
Stanly County,North Carolina,"Stanly County, North Carolina",37167,100,105.0,107.28,107.16,109.9,114.05,118.25,124.05,127.72,127.26,122.24,115.63,112.94,111.38,111.96,115.48,116.66,123.95,132.47,137.29,142.64,0.22624151482672383
Stanton County,Nebraska,"Stanton County, Nebraska",31167,100,101.92,105.02,104.34,107.99,113.33,116.2,120.86,117.58,120.38,122.8,119.22,122.67,131.2,137.01,141.96,159.71,166.41,173.03,189.43,193.2,0.38259981023282985
Stark County,North Dakota,"Stark County, North Dakota",38089,100,104.43,109.6,113.34,122.94,138.37,150.85,167.13,176.02,178.9,191.27,206.35,237.12,254.32,274.06,283.52,273.22,266.62,272.69,278.45,281.07,0.016018390133547333
Stark County,Illinois,"Stark County, Illinois",17175,100,101.63,103.95,102.5,111.91,116.39,131.02,108.44,117.66,114.59,119.11,128.94,116.89,118.25,109.82,120.93,110.3,113.83,117.31,110.28,118.87,0.004188672372974045
Stark County,Ohio,"Stark County, Ohio",39151,100,104.36,106.64,108.46,110.72,113.31,112.76,110.88,107.62,104.51,99.71,96.11,94.28,95.65,99.32,102.11,105.52,109.29,114.87,119.29,124.59,0.2010672573499801
Starke County,Indiana,"Starke County, Indiana",18149,100,104.53,103.81,108.37,110.14,116.16,124.68,124.65,131.4,124.85,119.54,115.3,115.16,112.02,113.65,120.32,125.38,126.74,134.91,140.62,148.4,0.23730752309722836
Staunton City,Virginia,"Staunton City, Virginia",51790,100,105.16,109.35,113.8,124.84,146.55,167.94,175.79,175.99,167.64,157.37,148.08,143.61,148.52,144.28,149.64,150.98,157.21,164.86,172.28,182.47,0.19406709176601056
Ste. Genevieve County,Missouri,"Ste. Genevieve County, Missouri",29186,100,103.62,106.45,108.65,116.24,122.88,126.34,131.47,129.65,126.04,125.6,125.32,124.47,125.88,128.67,124.15,132.29,133.92,143.98,147.35,148.36,0.14517758607289966
Stearns County,Minnesota,"Stearns County, Minnesota",27145,100,107.42,115.27,120.92,130.86,141.03,146.57,145.8,140.35,134.45,127.52,122.1,119.09,120.45,124.69,127.81,132.29,139.18,146.64,152.04,155.96,0.21934397305317188
Steele County,Minnesota,"Steele County, Minnesota",27147,100,106.75,111.21,113.95,120.95,129.56,133.94,134.42,130.48,124.11,118.14,110.12,108.29,111.21,113.97,115.23,123.12,129.13,135.94,139.94,145.58,0.22786698253926474
Stephens County,Oklahoma,"Stephens County, Oklahoma",40137,100,103.54,105.71,109.46,111.2,120.61,129.55,136.2,140.65,139.75,135.72,131.9,139.51,141.06,140.57,143.75,140.97,142.5,143.85,143.47,152.69,0.020630290958241426
Stephens County,Georgia,"Stephens County, Georgia",13257,100,104.29,106.47,106.97,109.8,113.45,121.41,126.07,128.05,118.4,105.88,96.94,92.5,94.26,92.24,96.76,102.02,94.72,107.51,111.24,114.91,0.2059843885516046
Stephenson County,Illinois,"Stephenson County, Illinois",17177,100,102.32,102.89,103.54,106.45,111.36,114.74,116.86,116.89,113.78,109.53,105.9,103.65,102.28,99.97,99.92,102.1,101.11,102.54,106.72,113.27,0.0675202560768231
Steuben County,New York,"Steuben County, New York",36101,100,103.63,102.87,102.26,103.95,110.94,117.63,121.44,122.59,123.57,124.89,126.71,128.8,130.35,129.43,130.42,137.94,137.34,139.81,146.14,153.5,0.12910453527002996
Steuben County,Indiana,"Steuben County, Indiana",18151,100,106.6,109.4,112.62,116.32,121.59,123.7,122.41,122.62,120.94,115.02,114.7,112.36,115.15,115.65,119.32,124.11,131.62,138.93,144.08,150.9,0.2458279290964116
Stevens County,Washington,"Stevens County, Washington",53065,100,105.77,106.99,110.14,119.4,138.74,158.82,174.66,175.41,168.19,160.55,147.4,146.63,147.99,156.82,158.08,167.54,175.99,189.27,207.7,220.76,0.32444841219232234
Stevens County,Minnesota,"Stevens County, Minnesota",27149,100,107.57,112.64,115.06,124.63,132.26,137.89,144.57,140.21,142.95,141.4,135.66,139.6,139.84,146.1,155.97,152.91,161.28,161.77,170.52,170.41,0.16714579055441492
Stevens County,Kansas,"Stevens County, Kansas",20189,100,103.24,106.66,109.86,106.38,113.76,110.64,120.17,125.17,124.33,123.61,120.35,121.86,129.99,143.16,138.3,140.53,138.31,136.2,138.63,141.93,-0.03164291701592625
Stewart County,Tennessee,"Stewart County, Tennessee",47161,100,105.98,107.31,108.38,112.93,120.32,132.09,134.6,140.92,141.04,132.85,135.27,127.75,130.4,136.08,138.35,136.75,148.04,154.15,155.99,162.59,0.14631099353321564
Stillwater County,Montana,"Stillwater County, Montana",30095,100,100.86,102.5,106.45,110.56,124.25,133.7,144.62,147.88,144.3,141.36,143.73,141.18,148.07,151.71,155.15,164.9,164.45,170.37,179.58,180.13,0.18370575439984171
Stoddard County,Missouri,"Stoddard County, Missouri",29207,100,100.48,101.08,104.69,109.6,115.35,120.33,130.41,125.82,121.3,122.67,117.21,122.76,127.18,129.88,130.87,136.81,137.6,140.05,139.56,149.45,0.0745303356944873
Stokes County,North Carolina,"Stokes County, North Carolina",37169,100,104.92,106.89,108.3,110.31,116.3,121.91,124.71,124.52,120.2,119.62,115.39,113.21,111.23,110.33,114.37,114.13,120.25,128.81,133.07,140.43,0.20610894588960393
Stone County,Missouri,"Stone County, Missouri",29209,100,106.81,110.0,111.04,116.46,126.9,135.94,146.45,147.83,143.16,135.94,130.73,129.33,130.11,132.79,135.23,139.06,144.84,149.82,156.11,159.71,0.17561563370735755
Stone County,Mississippi,"Stone County, Mississippi",28131,100,101.04,103.58,106.77,111.93,115.94,141.95,158.14,148.89,149.68,139.1,137.75,127.54,130.83,133.38,136.72,130.18,133.13,145.66,150.11,158.97,0.1254310991153098
Storey County,Nevada,"Storey County, Nevada",32029,100,106.2,111.43,121.1,139.08,189.84,211.2,200.93,180.35,139.95,113.57,106.29,99.36,109.2,124.34,146.79,152.37,168.87,167.92,197.21,207.37,0.5860543670580667
Story County,Iowa,"Story County, Iowa",19169,100,103.41,106.2,108.06,112.74,116.86,119.01,120.99,121.38,120.47,119.55,118.17,118.7,121.77,128.04,131.03,137.06,141.58,146.23,150.92,151.82,0.1786941580756014
Strafford County,New Hampshire,"Strafford County, New Hampshire",33017,100,110.07,121.78,130.78,145.87,160.68,165.33,162.97,155.98,143.19,136.44,130.45,128.11,129.24,134.98,139.85,144.06,154.55,162.81,171.27,181.32,0.26885464513261237
Stutsman County,North Dakota,"Stutsman County, North Dakota",38093,100,105.37,107.88,108.35,117.17,126.63,130.61,134.65,141.1,142.24,148.42,147.09,153.46,171.06,190.07,206.64,216.35,217.93,217.59,226.0,229.04,0.1890356184563582
Sublette County,Wyoming,"Sublette County, Wyoming",56035,100,108.82,116.26,124.91,138.69,159.37,181.85,201.7,201.89,188.54,174.35,162.97,162.7,157.46,154.61,155.16,155.29,153.83,161.24,166.33,172.71,0.07580363495246112
Suffolk County,Massachusetts,"Suffolk County, Massachusetts",25025,100,112.17,125.12,135.3,150.24,164.7,165.42,159.42,151.86,142.63,141.97,139.94,140.72,148.01,162.14,172.43,188.45,204.57,220.79,232.1,239.9,0.43147896879240166
Suffolk County,New York,"Suffolk County, New York",36103,100,111.84,127.07,142.03,162.95,188.45,201.4,198.66,187.28,172.46,165.37,159.94,153.72,153.88,157.45,161.0,165.74,173.52,184.59,192.6,201.2,0.22324547475389012
Suffolk City,Virginia,"Suffolk City, Virginia",51800,100,105.6,111.77,117.75,139.48,171.01,190.95,198.76,193.13,181.73,171.69,161.77,154.99,152.99,156.72,158.97,161.67,171.17,171.92,178.34,187.11,0.13795303726391017
Sullivan County,New York,"Sullivan County, New York",36105,100,108.62,118.9,129.0,147.02,169.99,181.16,185.35,176.26,161.28,152.51,146.22,137.49,135.08,134.58,138.6,135.83,137.92,151.4,154.71,164.0,0.1495764600980829
Sullivan County,New Hampshire,"Sullivan County, New Hampshire",33019,100,108.33,117.9,125.5,143.79,165.28,174.35,179.44,175.54,167.96,158.61,152.94,150.43,146.47,147.09,152.53,149.95,151.04,159.94,168.96,179.34,0.1486844788904753
Sullivan County,Tennessee,"Sullivan County, Tennessee",47163,100,104.52,106.74,110.62,114.53,121.37,128.57,135.17,137.68,136.13,135.45,131.37,130.39,132.0,134.35,136.82,139.15,142.53,148.74,155.05,160.36,0.15407517677707494
Sullivan County,Indiana,"Sullivan County, Indiana",18153,100,103.11,104.16,106.34,113.38,116.24,117.53,119.5,117.13,117.06,117.9,119.22,115.79,120.7,123.49,121.34,123.39,126.38,132.19,133.02,138.67,0.07717224066726058
Summit County,Colorado,"Summit County, Colorado",8117,100,106.47,109.6,111.11,116.47,127.67,144.42,156.9,166.49,159.29,147.59,138.51,139.38,140.28,152.51,159.19,174.55,189.42,211.36,223.72,227.29,0.4669202019539702
Summit County,Ohio,"Summit County, Ohio",39153,100,104.42,106.31,107.72,109.93,113.28,113.18,111.06,107.5,103.98,100.2,95.95,92.91,94.0,97.12,100.03,102.94,107.73,113.32,118.12,123.5,0.21622734761120266
Summit County,Utah,"Summit County, Utah",49043,100,104.56,106.1,106.28,111.56,135.47,164.55,180.18,183.8,162.63,149.82,143.9,144.71,155.08,175.01,186.38,199.48,215.47,227.18,243.14,256.11,0.38929204045483123
Sumner County,Tennessee,"Sumner County, Tennessee",47165,100,103.75,105.71,108.29,110.54,117.29,125.92,132.98,133.2,130.11,124.79,122.18,121.09,124.87,131.64,137.88,148.88,160.21,175.04,185.08,192.63,0.4059556365846251
Sumner County,Kansas,"Sumner County, Kansas",20191,100,105.9,107.95,106.75,109.18,112.12,111.47,115.95,122.51,118.76,118.63,117.96,113.75,116.7,117.79,120.9,120.93,124.31,134.24,142.44,143.18,0.20927073605569224
Sumter County,Georgia,"Sumter County, Georgia",13261,100,106.54,109.41,111.98,117.79,121.46,128.17,137.52,137.55,134.78,133.87,125.99,124.39,129.37,118.22,118.67,116.42,119.99,123.26,125.1,131.74,0.0581965826425308
Sumter County,South Carolina,"Sumter County, South Carolina",45085,100,104.26,106.85,110.08,116.38,123.28,129.85,137.17,136.39,135.31,130.34,128.28,124.95,125.99,123.59,126.98,127.54,130.02,136.64,141.71,149.66,0.14661380370580157
Sumter County,Florida,"Sumter County, Florida",12119,100,103.14,108.74,113.97,125.74,142.01,158.88,156.39,148.32,142.99,135.65,131.34,130.45,137.71,152.34,154.07,155.17,157.9,167.62,175.0,181.01,0.148746225548116
Sunflower County,Mississippi,"Sunflower County, Mississippi",28133,100,107.76,107.82,112.18,111.37,116.85,118.21,121.01,125.61,131.25,122.49,120.43,128.07,131.73,126.12,132.03,142.43,141.65,139.71,140.77,150.55,0.11615921344751046
Surry County,Virginia,"Surry County, Virginia",51181,100,103.33,107.26,113.08,132.3,145.54,170.6,181.48,181.82,167.78,166.63,156.9,143.61,144.41,140.0,144.66,147.27,144.4,156.96,160.31,169.42,0.14507142857142852
Surry County,North Carolina,"Surry County, North Carolina",37171,100,102.86,104.97,106.41,108.53,112.96,116.68,120.91,123.96,121.05,115.66,113.52,114.56,110.64,111.48,112.83,118.84,118.26,124.27,127.69,130.48,0.14540724793684956
Susquehanna County,Pennsylvania,"Susquehanna County, Pennsylvania",42115,100,102.1,107.06,106.83,114.17,127.4,134.87,142.73,149.56,150.38,144.64,153.57,155.98,168.6,160.39,163.93,163.69,,,,,
Sussex County,Virginia,"Sussex County, Virginia",51183,100,109.21,111.41,118.23,128.94,150.38,170.3,173.39,173.03,166.37,154.95,140.24,153.47,137.54,149.85,145.68,150.41,159.51,170.13,164.28,170.99,0.09629629629629632
Sussex County,Delaware,"Sussex County, Delaware",10005,100,111.13,120.73,130.61,151.06,179.44,195.47,198.75,191.74,177.9,168.17,158.63,154.49,153.2,155.79,160.3,162.95,168.62,176.75,182.1,188.38,0.16888118621220882
Sussex County,New Jersey,"Sussex County, New Jersey",34037,100,108.96,120.04,130.63,148.48,169.6,182.32,183.52,172.47,155.89,147.1,139.24,130.75,128.97,129.98,131.51,130.7,134.0,139.4,144.05,151.2,0.10824742268041265
Sutter County,California,"Sutter County, California",6101,100,111.75,127.65,144.47,176.07,220.99,232.5,210.5,166.03,138.1,128.76,119.79,116.19,130.28,153.99,161.72,177.13,194.37,207.98,222.37,236.14,0.4440548087538152
Suwannee County,Florida,"Suwannee County, Florida",12121,100,105.35,109.07,117.68,128.67,152.67,181.52,188.3,176.5,162.66,147.83,139.94,131.4,128.24,123.55,133.73,144.25,155.59,158.8,173.47,175.23,0.4040469445568595
Swain County,North Carolina,"Swain County, North Carolina",37173,100,106.41,111.52,116.45,124.71,142.54,148.87,166.87,172.57,162.42,147.04,145.07,136.05,137.15,128.82,129.87,132.93,143.22,152.91,155.53,166.2,0.20734358018941168
Sweet Grass County,Montana,"Sweet Grass County, Montana",30097,100,105.77,107.21,108.87,111.53,116.55,127.36,141.62,147.69,145.17,134.04,143.99,132.15,132.52,137.84,133.46,151.85,154.02,164.01,166.96,191.91,0.21125943122460833
Sweetwater County,Wyoming,"Sweetwater County, Wyoming",56037,100,103.76,106.1,108.88,121.81,144.42,171.59,190.41,189.49,179.31,166.66,164.49,165.45,174.07,180.51,183.33,184.73,187.74,189.26,191.64,194.73,0.0616586338706997
Swift County,Minnesota,"Swift County, Minnesota",27151,100,107.72,110.34,116.02,119.34,133.51,132.63,137.82,142.4,133.64,133.96,132.16,129.82,134.19,139.65,134.31,131.85,129.32,137.64,145.47,152.78,0.04167561761546712
Switzerland County,Indiana,"Switzerland County, Indiana",18155,100,103.0,101.87,102.62,104.14,107.46,110.95,109.23,112.31,105.76,98.52,100.86,93.98,93.99,101.89,98.27,98.91,94.66,98.72,109.15,107.26,0.07125331239572086
Talbot County,Maryland,"Talbot County, Maryland",24041,100,107.81,117.19,123.98,142.37,171.91,191.39,194.54,188.05,176.16,159.93,152.29,148.25,144.84,146.85,150.34,151.22,159.37,161.18,165.7,170.41,0.12836227442969017
Talladega County,Alabama,"Talladega County, Alabama",1121,100,105.42,109.29,113.22,115.44,121.55,130.39,135.46,139.39,134.97,130.7,123.13,122.96,124.64,123.58,126.64,126.38,132.85,137.14,140.88,146.66,0.13999028969088845
Tallapoosa County,Alabama,"Tallapoosa County, Alabama",1123,100,106.7,108.65,111.5,118.28,132.34,147.0,156.09,157.69,153.19,141.65,138.66,138.65,140.29,142.05,138.17,146.06,150.19,159.54,163.66,172.55,0.15212953185498046
Tama County,Iowa,"Tama County, Iowa",19171,100,103.04,105.03,109.49,114.52,118.18,123.48,128.0,133.16,125.61,127.2,122.98,124.29,126.92,125.27,131.98,135.31,141.65,139.93,145.38,150.42,0.16053324818392278
Taney County,Missouri,"Taney County, Missouri",29213,100,106.35,109.14,111.82,116.64,125.91,140.58,150.44,145.05,139.23,128.87,124.08,121.5,120.98,120.1,119.05,125.2,130.89,136.23,141.76,147.37,0.18034970857618648
Tangipahoa Parish,Louisiana,"Tangipahoa Parish, Louisiana",22105,100,104.22,106.81,110.02,113.95,123.01,144.74,153.66,152.07,148.46,141.38,136.56,134.32,134.73,136.24,139.56,143.07,146.21,147.71,151.54,155.14,0.11230182031708735
Taos County,New Mexico,"Taos County, New Mexico",35055,100,102.9,106.3,111.62,120.15,134.42,147.8,153.78,155.82,144.26,140.41,133.76,130.58,129.2,124.79,131.91,137.34,145.63,149.67,153.17,161.38,0.22742206907604756
Tarrant County,Texas,"Tarrant County, Texas",48439,100,105.61,109.04,111.64,113.3,116.85,120.77,123.21,123.38,124.27,122.19,119.56,120.3,124.72,134.43,144.76,158.21,174.89,188.74,196.97,203.69,0.46522353641300307
Tate County,Mississippi,"Tate County, Mississippi",28137,100,104.5,106.82,108.63,112.04,114.45,127.12,130.26,130.11,126.13,120.8,117.41,115.31,115.71,119.94,117.72,124.22,127.0,129.2,136.24,139.4,0.13590128397532109
Tattnall County,Georgia,"Tattnall County, Georgia",13267,100,105.06,105.26,111.85,117.58,120.9,136.68,144.05,141.55,149.8,135.75,122.06,125.57,123.52,129.8,137.85,129.27,147.72,140.83,148.07,150.57,0.14075500770416016
Taylor County,Kentucky,"Taylor County, Kentucky",21217,100,105.23,107.53,110.03,116.81,123.43,127.27,128.3,133.38,127.87,124.67,123.43,123.68,124.74,126.03,126.38,133.14,139.52,143.31,152.71,154.95,0.21169562802507347
Taylor County,West Virginia,"Taylor County, West Virginia",54091,100,104.6,105.76,105.49,107.55,118.36,131.35,132.38,135.68,134.31,131.57,140.72,143.22,140.23,128.53,148.22,147.44,152.14,142.29,,,
Taylor County,Florida,"Taylor County, Florida",12123,100,105.44,114.34,117.58,129.12,142.04,164.82,175.13,167.93,149.55,138.04,126.56,123.7,128.05,135.67,144.99,139.77,141.02,150.87,150.71,161.13,0.11085722709515755
Taylor County,Wisconsin,"Taylor County, Wisconsin",55119,100,102.57,104.53,105.64,112.46,120.48,124.32,124.83,125.17,121.28,118.42,115.17,115.87,116.46,119.9,118.47,123.9,128.07,136.7,135.2,139.96,0.12760633861551285
Taylor County,Texas,"Taylor County, Texas",48441,100,104.38,106.85,108.5,113.42,120.81,130.82,137.17,139.11,142.71,142.4,139.32,141.47,146.34,154.17,157.54,164.64,171.69,179.78,185.01,191.89,0.20003891807744711
Tazewell County,Illinois,"Tazewell County, Illinois",17179,100,104.76,107.5,108.31,113.37,117.72,122.55,126.06,126.58,125.54,124.64,122.25,122.34,123.41,125.93,126.85,127.32,126.56,125.77,126.81,129.85,0.006988009211466695
Tazewell County,Virginia,"Tazewell County, Virginia",51185,100,104.16,106.68,110.22,110.2,120.66,126.05,134.01,132.54,133.7,131.9,132.14,129.01,131.01,123.36,121.73,125.75,122.0,129.38,122.93,127.34,-0.0034857328145265765
Tehama County,California,"Tehama County, California",6103,100,107.95,119.36,133.91,161.74,201.67,223.64,216.35,186.68,152.51,134.61,122.21,114.98,128.91,145.21,155.0,164.14,176.2,189.04,204.98,213.48,0.4116107706080847
Teller County,Colorado,"Teller County, Colorado",8119,100,107.91,112.33,115.03,118.77,127.23,133.73,139.47,132.53,129.31,121.35,119.53,118.36,123.31,127.32,135.97,143.81,155.82,172.94,182.53,191.61,0.4336317939051211
Terrebonne Parish,Louisiana,"Terrebonne Parish, Louisiana",22109,100,103.71,108.01,111.87,117.36,125.65,136.46,148.22,154.5,155.66,154.44,153.51,153.87,156.48,161.49,162.31,166.3,164.3,166.09,168.76,172.78,0.04501826738497727
Terry County,Texas,"Terry County, Texas",48445,100,96.58,100.65,107.26,94.11,106.96,110.91,120.39,122.39,112.52,112.16,130.18,122.26,126.64,142.07,130.03,140.79,152.23,156.56,156.92,166.75,0.10452593791792775
Teton County,Montana,"Teton County, Montana",30099,100,102.15,104.44,107.25,111.34,119.76,126.89,139.27,147.56,147.66,144.86,145.22,156.64,163.16,153.57,164.11,164.54,162.12,178.37,179.41,185.87,0.1682620303444684
Teton County,Wyoming,"Teton County, Wyoming",56039,100,112.53,114.85,117.76,129.03,141.9,171.09,194.35,214.11,190.18,161.09,152.19,144.68,149.18,185.61,199.17,216.74,236.2,260.63,285.15,281.88,0.536285760465492
Teton County,Idaho,"Teton County, Idaho",16081,100,109.56,118.96,123.09,126.85,138.96,168.6,191.6,195.35,170.38,151.69,123.23,122.77,127.89,141.89,156.73,171.31,181.84,202.94,220.72,233.1,0.5555712171400382
Texas County,Oklahoma,"Texas County, Oklahoma",40139,100,104.17,102.54,104.78,106.52,106.88,115.51,125.34,133.74,137.69,138.06,138.3,135.21,135.62,150.34,151.52,147.14,162.38,158.32,163.75,168.98,0.08919781827856865
Texas County,Missouri,"Texas County, Missouri",29215,100,105.84,107.5,110.53,119.72,122.28,132.94,135.22,135.96,130.89,127.37,123.4,122.2,127.54,125.19,127.19,132.3,131.92,135.06,134.73,142.27,0.07620416966211363
Thomas County,Kansas,"Thomas County, Kansas",20193,100,103.39,104.63,106.45,109.87,106.07,110.3,106.42,108.67,114.44,116.7,120.3,128.38,138.6,150.3,152.19,153.01,160.37,157.16,164.31,167.48,0.09321357285429133
Thomas County,Georgia,"Thomas County, Georgia",13275,100,107.26,112.04,114.54,123.74,133.54,151.18,159.84,164.49,156.33,144.85,133.5,125.37,126.41,129.51,135.52,135.66,143.53,147.76,152.91,158.76,0.1806810284920084
Thurston County,Washington,"Thurston County, Washington",53067,100,105.02,109.27,113.7,126.15,150.18,174.65,183.27,181.07,168.98,157.93,146.14,138.35,139.36,145.52,153.65,164.78,181.24,200.16,212.69,229.63,0.4615860362836721
Tift County,Georgia,"Tift County, Georgia",13277,100,103.27,105.3,108.32,109.69,118.01,126.1,128.52,125.67,126.23,120.3,113.06,110.82,114.58,117.02,117.14,119.21,119.82,124.82,128.97,135.07,0.10211929584686374
Tillamook County,Oregon,"Tillamook County, Oregon",41057,100,104.48,108.06,109.93,118.42,136.06,162.93,179.71,178.56,165.2,151.0,137.79,132.7,138.03,139.34,147.39,155.82,169.18,183.63,192.63,200.17,0.38244581598966554
Tioga County,Pennsylvania,"Tioga County, Pennsylvania",42117,100,102.13,107.4,110.27,114.27,121.0,124.63,133.65,135.72,137.73,147.54,151.46,158.7,155.52,152.82,155.36,157.73,156.23,157.15,163.27,167.16,0.06838110195000668
