Current_Residence_State,Current_Residence_County,Current_Residence_County_Population_1_Year_and_Over,Current_Residence_County_Nonmovers,Current_Residence_Movers_within_United_States,Current_Residence_Movers_within_Same_County,Current_Residence_Movers_from_Different_County_Same_State,Current_Residence_Movers_from_Different_State,Current_Residence_Movers_from_Abroad,Previous_Residence_State/U.S._Island_Area/Foreign_Region,Previous_Residence_County,Previous_Residence_County_Population_1_Year_and_Over,Previous_Residence_County_Nonmovers,Previous_Residence_Movers_within_United_States_or_Puerto_Rico,Previous_Residence_Movers_within_Same_County,Previous_Residence_Movers_within_Different_County_Same_State,Previous_Residence_Movers_within_Different_State,Previous_Residence_Movers_to_Puerto_Rico,Movers_in_County_to_County_Flow,Current_Residence_County_State,Previous_Residence_County_State
Alabama,Bullock County,10201,9487,703,482,185,36,11,Connecticut,Hartford County,887200,779089,107707,67306,15772,24629,404,2,"Bullock County, Alabama","Hartford County, Connecticut"
Alabama,Bullock County,10201,9487,703,482,185,36,11,Georgia,Muscogee County,188899,150700,38199,21456,5899,10844,,13,"Bullock County, Alabama","Muscogee County, Georgia"
Alabama,Bullock County,10201,9487,703,482,185,36,11,New York,Queens County,2276109,2073418,202523,105115,53670,43738,168,12,"Bullock County, Alabama","Queens County, New York"
Alabama,Bullock County,10201,9487,703,482,185,36,11,Tennessee,Bedford County,49144,42464,6680,3337,2516,827,,9,"Bullock County, Alabama","Bedford County, Tennessee"
Alabama,Bullock County,10201,9487,703,482,185,36,11,Asia,-,,,,,,,,11,"Bullock County, Alabama","-, Asia"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Baldwin County,207884,186155,21729,13004,3133,5592,,15,"Butler County, Alabama","Baldwin County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Barbour County,25266,21406,3860,2325,1210,325,,93,"Butler County, Alabama","Barbour County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Conecuh County,12488,11909,579,191,357,31,,41,"Butler County, Alabama","Conecuh County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Covington County,36312,32660,3652,2481,768,403,,29,"Butler County, Alabama","Covington County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Crenshaw County,14151,12815,1336,642,565,129,,28,"Butler County, Alabama","Crenshaw County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Cullman County,81656,73714,7942,5015,2223,704,,2,"Butler County, Alabama","Cullman County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Elmore County,78802,68625,10177,4551,4515,1111,,4,"Butler County, Alabama","Elmore County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Limestone County,90955,81011,9944,4943,3464,1537,,4,"Butler County, Alabama","Limestone County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Lowndes County,10162,8845,1317,854,446,17,,33,"Butler County, Alabama","Lowndes County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Macon County,18180,16820,1360,621,656,83,,2,"Butler County, Alabama","Macon County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Mobile County,411234,358901,52333,37330,5941,9062,,6,"Butler County, Alabama","Mobile County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Montgomery County,220735,177968,42741,29974,6819,5948,26,56,"Butler County, Alabama","Montgomery County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Shelby County,207819,182989,24830,12235,8024,4571,,23,"Butler County, Alabama","Shelby County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Washington County,16402,15349,1053,497,264,292,,5,"Butler County, Alabama","Washington County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Alabama,Wilcox County,10912,9783,1129,348,711,70,,4,"Butler County, Alabama","Wilcox County, Alabama"
Alabama,Butler County,19610,18346,1252,772,345,135,12,California,San Bernardino County,2094007,1842497,251510,159806,55841,35863,,3,"Butler County, Alabama","San Bernardino County, California"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Connecticut,Hartford County,887200,779089,107707,67306,15772,24629,404,6,"Butler County, Alabama","Hartford County, Connecticut"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Florida,Bay County,182650,142261,40342,23481,8389,8472,47,26,"Butler County, Alabama","Bay County, Florida"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Georgia,Liberty County,58922,41762,17139,6853,4481,5805,21,60,"Butler County, Alabama","Liberty County, Georgia"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Illinois,Cook County,5186144,4486555,699293,483728,81192,134373,296,4,"Butler County, Alabama","Cook County, Illinois"
Alabama,Butler County,19610,18346,1252,772,345,135,12,North Carolina,Henderson County,111832,101176,10656,5299,3201,2156,,6,"Butler County, Alabama","Henderson County, North Carolina"
Alabama,Butler County,19610,18346,1252,772,345,135,12,North Carolina,Johnston County,193354,171398,21956,10833,8479,2644,,9,"Butler County, Alabama","Johnston County, North Carolina"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Tennessee,DeKalb County,19689,17673,2016,929,906,181,,3,"Butler County, Alabama","DeKalb County, Tennessee"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Texas,Ector County,158365,131468,26897,15491,9281,2125,,3,"Butler County, Alabama","Ector County, Texas"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Utah,Utah County,579397,468033,111364,75821,17109,18434,,4,"Butler County, Alabama","Utah County, Utah"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Utah,Wasatch County,29692,25721,3971,1739,1399,833,,11,"Butler County, Alabama","Wasatch County, Utah"
Alabama,Butler County,19610,18346,1252,772,345,135,12,Asia,-,,,,,,,,12,"Butler County, Alabama","-, Asia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Autauga County,57140,48066,9074,2976,4659,1439,,42,"Calhoun County, Alabama","Autauga County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Baldwin County,207884,186155,21729,13004,3133,5592,,201,"Calhoun County, Alabama","Baldwin County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Bibb County,21960,19860,2100,784,1184,132,,9,"Calhoun County, Alabama","Bibb County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Blount County,57849,53424,4425,2024,1818,583,,87,"Calhoun County, Alabama","Blount County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Bullock County,10800,9487,1313,482,637,194,,32,"Calhoun County, Alabama","Bullock County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Chambers County,33225,29989,3236,1899,643,694,,37,"Calhoun County, Alabama","Chambers County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Cherokee County,25407,23219,2188,1188,714,286,,212,"Calhoun County, Alabama","Cherokee County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Chilton County,43801,39270,4531,2835,1234,462,,58,"Calhoun County, Alabama","Chilton County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Clay County,13409,12119,1290,891,295,104,,43,"Calhoun County, Alabama","Clay County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Cleburne County,14107,12856,1251,726,296,229,,184,"Calhoun County, Alabama","Cleburne County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Coffee County,50813,42121,8498,4027,2105,2366,194,4,"Calhoun County, Alabama","Coffee County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Colbert County,55260,49004,6256,2999,2618,639,,27,"Calhoun County, Alabama","Colbert County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Coosa County,10368,9502,866,476,372,18,,17,"Calhoun County, Alabama","Coosa County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Cullman County,81656,73714,7942,5015,2223,704,,23,"Calhoun County, Alabama","Cullman County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Dallas County,39054,34106,4948,3123,1392,433,,26,"Calhoun County, Alabama","Dallas County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,DeKalb County,69711,61475,8236,5608,1740,888,,80,"Calhoun County, Alabama","DeKalb County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Elmore County,78802,68625,10177,4551,4515,1111,,8,"Calhoun County, Alabama","Elmore County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Etowah County,101090,87863,13227,9063,2435,1729,,320,"Calhoun County, Alabama","Etowah County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Fayette County,15906,14110,1796,1146,514,136,,8,"Calhoun County, Alabama","Fayette County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Franklin County,31191,28609,2582,1412,828,342,,39,"Calhoun County, Alabama","Franklin County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Hale County,15510,13729,1781,407,1059,315,,22,"Calhoun County, Alabama","Hale County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Houston County,104899,91535,13364,7157,3767,2440,,7,"Calhoun County, Alabama","Houston County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Jackson County,52038,48172,3866,1840,1501,525,,65,"Calhoun County, Alabama","Jackson County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Jefferson County,650812,547909,102903,71086,18532,13285,,365,"Calhoun County, Alabama","Jefferson County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Lee County,153728,128091,25637,14360,4949,6328,,137,"Calhoun County, Alabama","Lee County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Limestone County,90955,81011,9944,4943,3464,1537,,8,"Calhoun County, Alabama","Limestone County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Madison County,355157,298126,57019,37693,8736,10590,12,124,"Calhoun County, Alabama","Madison County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Marion County,30254,27265,2989,1505,1079,405,,9,"Calhoun County, Alabama","Marion County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Marshall County,94779,83310,11469,6142,3745,1582,,92,"Calhoun County, Alabama","Marshall County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Mobile County,411234,358901,52333,37330,5941,9062,,25,"Calhoun County, Alabama","Mobile County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Montgomery County,220735,177968,42741,29974,6819,5948,26,62,"Calhoun County, Alabama","Montgomery County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Morgan County,117102,104283,12819,8027,3833,959,,2,"Calhoun County, Alabama","Morgan County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Pike County,32360,27746,4614,2279,1654,681,,11,"Calhoun County, Alabama","Pike County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Randolph County,22310,20072,2238,1330,541,367,,28,"Calhoun County, Alabama","Randolph County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,St. Clair County,87046,76746,10300,5410,4028,862,,248,"Calhoun County, Alabama","St. Clair County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Shelby County,207819,182989,24830,12235,8024,4571,,44,"Calhoun County, Alabama","Shelby County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Talladega County,79471,68921,10550,6651,2621,1278,,1127,"Calhoun County, Alabama","Talladega County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Tallapoosa County,40516,36101,4415,1860,1929,626,,48,"Calhoun County, Alabama","Tallapoosa County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Tuscaloosa County,197369,169020,28349,18668,5255,4426,,41,"Calhoun County, Alabama","Tuscaloosa County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Walker County,62018,54678,7340,5170,1762,408,,43,"Calhoun County, Alabama","Walker County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Washington County,16402,15349,1053,497,264,292,,4,"Calhoun County, Alabama","Washington County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alabama,Winston County,23872,20974,2898,1641,1182,75,,23,"Calhoun County, Alabama","Winston County, Alabama"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Alaska,Anchorage Municipality,294602,232111,62483,36990,5832,19661,8,44,"Calhoun County, Alabama","Anchorage Municipality, Alaska"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Arizona,Apache County,73969,66334,7635,2205,3553,1877,,8,"Calhoun County, Alabama","Apache County, Arizona"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Arizona,Maricopa County,4215842,3553904,661843,511736,47088,103019,95,38,"Calhoun County, Alabama","Maricopa County, Arizona"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,California,Contra Costa County,1117496,989663,127833,73104,37459,17270,,22,"Calhoun County, Alabama","Contra Costa County, California"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,California,Los Angeles County,10010257,8943552,1066388,746329,178755,141304,317,40,"Calhoun County, Alabama","Los Angeles County, California"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,California,Riverside County,2352300,2078463,273701,177399,60472,35830,136,33,"Calhoun County, Alabama","Riverside County, California"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,California,San Diego County,3263499,2774539,488954,332734,61697,94523,6,21,"Calhoun County, Alabama","San Diego County, California"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Colorado,El Paso County,672681,537900,134662,79826,12969,41867,119,18,"Calhoun County, Alabama","El Paso County, Colorado"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Colorado,Jefferson County,565923,481576,84347,36539,32628,15180,,13,"Calhoun County, Alabama","Jefferson County, Colorado"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Colorado,Pueblo County,163366,138059,25307,16681,4732,3894,,20,"Calhoun County, Alabama","Pueblo County, Colorado"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Collier County,356094,308297,47797,30953,8646,8198,,77,"Calhoun County, Alabama","Collier County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Hillsborough County,1382753,1153667,228550,152369,43546,32635,536,66,"Calhoun County, Alabama","Hillsborough County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Lee County,711603,625830,85743,56773,15108,13862,30,5,"Calhoun County, Alabama","Lee County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Miami-Dade County,2669671,2349909,319304,218785,58962,41557,458,38,"Calhoun County, Alabama","Miami-Dade County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Okaloosa County,199014,158827,40187,19916,7851,12420,,32,"Calhoun County, Alabama","Okaloosa County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Sarasota County,409073,353304,55661,33611,13343,8707,108,5,"Calhoun County, Alabama","Sarasota County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Florida,Volusia County,521130,458868,62155,37435,12411,12309,107,10,"Calhoun County, Alabama","Volusia County, Florida"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Bartow County,103874,88378,15496,8951,4741,1804,,13,"Calhoun County, Alabama","Bartow County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Bulloch County,70952,53924,17028,11070,4698,1260,,9,"Calhoun County, Alabama","Bulloch County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Chattooga County,24880,21536,3344,2040,1011,293,,6,"Calhoun County, Alabama","Chattooga County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Clarke County,114353,87567,26786,15193,7349,4244,,9,"Calhoun County, Alabama","Clarke County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Clayton County,274864,228753,46028,21920,19577,4531,83,8,"Calhoun County, Alabama","Clayton County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Cobb County,733810,622873,110937,58621,32948,19368,,46,"Calhoun County, Alabama","Cobb County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Coffee County,43052,38322,4730,2155,2182,393,,27,"Calhoun County, Alabama","Coffee County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,DeKalb County,734699,615787,118912,59299,39881,19732,,194,"Calhoun County, Alabama","DeKalb County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Douglas County,139814,120815,18999,8825,7812,2362,,109,"Calhoun County, Alabama","Douglas County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Fayette County,112522,98287,14235,4679,6287,3269,,7,"Calhoun County, Alabama","Fayette County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Floyd County,96244,81890,14354,9463,3545,1346,,79,"Calhoun County, Alabama","Floyd County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Fulton County,1024769,842002,182610,85456,58703,38451,157,17,"Calhoun County, Alabama","Fulton County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Gordon County,57124,50035,7089,4129,2400,560,,14,"Calhoun County, Alabama","Gordon County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Gwinnett County,898878,789036,109695,55476,35895,18324,147,62,"Calhoun County, Alabama","Gwinnett County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Haralson County,28405,25417,2988,1373,1179,436,,21,"Calhoun County, Alabama","Haralson County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Henry County,219737,193535,26181,11335,10381,4465,21,13,"Calhoun County, Alabama","Henry County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Lowndes County,113380,96480,16900,9055,3738,4107,,23,"Calhoun County, Alabama","Lowndes County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Muscogee County,188899,150700,38199,21456,5899,10844,,41,"Calhoun County, Alabama","Muscogee County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Paulding County,158228,141570,16658,5475,7901,3282,,23,"Calhoun County, Alabama","Paulding County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Pickens County,30788,27279,3509,1537,1730,242,,7,"Calhoun County, Alabama","Pickens County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Pike County,17775,16474,1301,507,496,298,,45,"Calhoun County, Alabama","Pike County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Polk County,41096,36825,4271,2076,1913,282,,21,"Calhoun County, Alabama","Polk County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Georgia,Sumter County,29883,24190,5693,3866,1473,354,,13,"Calhoun County, Alabama","Sumter County, Georgia"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Illinois,Cook County,5186144,4486555,699293,483728,81192,134373,296,13,"Calhoun County, Alabama","Cook County, Illinois"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Illinois,DuPage County,926175,809644,116531,55774,35859,24898,,9,"Calhoun County, Alabama","DuPage County, Illinois"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Indiana,Franklin County,22425,20717,1708,675,683,350,,5,"Calhoun County, Alabama","Franklin County, Indiana"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Indiana,Marion County,948530,803104,145382,89544,33936,21902,44,18,"Calhoun County, Alabama","Marion County, Indiana"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Kansas,Leavenworth County,78493,62983,15510,6272,2452,6786,,7,"Calhoun County, Alabama","Leavenworth County, Kansas"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Kansas,Shawnee County,174497,151059,23438,15393,5300,2745,,8,"Calhoun County, Alabama","Shawnee County, Kansas"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Kentucky,Daviess County,99234,83386,15848,10439,2865,2544,,69,"Calhoun County, Alabama","Daviess County, Kentucky"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Kentucky,Warren County,119763,98368,21395,14700,4092,2603,,39,"Calhoun County, Alabama","Warren County, Kentucky"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Louisiana,Jefferson Parish,429625,381323,48302,27535,13237,7530,,5,"Calhoun County, Alabama","Jefferson Parish, Louisiana"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Louisiana,Livingston Parish,138376,123612,14764,7587,5194,1983,,7,"Calhoun County, Alabama","Livingston Parish, Louisiana"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Louisiana,Vernon Parish,50489,39516,10973,3235,1868,5870,,247,"Calhoun County, Alabama","Vernon Parish, Louisiana"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Maryland,Howard County,315677,274611,41066,16536,14170,10360,,5,"Calhoun County, Alabama","Howard County, Maryland"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Michigan,Ottawa County,277932,239919,38013,21397,13230,3386,,10,"Calhoun County, Alabama","Ottawa County, Michigan"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,DeSoto County,174766,151619,23147,13755,3111,6281,,9,"Calhoun County, Alabama","DeSoto County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Harrison County,195835,159423,36412,21984,4931,9497,,6,"Calhoun County, Alabama","Harrison County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Hinds County,237360,197285,40075,25944,8135,5996,,62,"Calhoun County, Alabama","Hinds County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Marion County,24733,22661,2072,815,886,371,,1,"Calhoun County, Alabama","Marion County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Marshall County,35286,31917,3369,1343,877,1149,,11,"Calhoun County, Alabama","Marshall County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Neshoba County,29227,25713,3514,1875,1161,478,,1,"Calhoun County, Alabama","Neshoba County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Scott County,28415,25796,2619,1429,1109,81,,1,"Calhoun County, Alabama","Scott County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Mississippi,Winston County,17933,15344,2589,1463,692,434,,1,"Calhoun County, Alabama","Winston County, Mississippi"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Missouri,Jackson County,694343,586567,107720,62806,19713,25201,56,20,"Calhoun County, Alabama","Jackson County, Missouri"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Nevada,Clark County,2118388,1765401,352974,277262,8124,67588,13,52,"Calhoun County, Alabama","Clark County, Nevada"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Nevada,Carson City,53354,44938,8416,4018,2292,2106,,25,"Calhoun County, Alabama","Carson City, Nevada"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,New York,Clinton County,76788,66186,10602,7231,2404,967,,16,"Calhoun County, Alabama","Clinton County, New York"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,New York,Orange County,378435,342679,35726,17735,8399,9592,30,35,"Calhoun County, Alabama","Orange County, New York"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,New York,Richmond County,473134,441289,31845,16039,5207,10599,,18,"Calhoun County, Alabama","Richmond County, New York"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,New York,Ulster County,175623,157810,17813,10334,4795,2684,,32,"Calhoun County, Alabama","Ulster County, New York"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,North Carolina,Cumberland County,324531,255251,69108,35277,11941,21890,172,19,"Calhoun County, Alabama","Cumberland County, North Carolina"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,North Carolina,Guilford County,515198,438918,76280,47296,18530,10454,,5,"Calhoun County, Alabama","Guilford County, North Carolina"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,North Carolina,Jackson County,40360,35001,5359,2541,1782,1036,,10,"Calhoun County, Alabama","Jackson County, North Carolina"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,North Carolina,Onslow County,183302,137315,45956,20857,6947,18152,31,57,"Calhoun County, Alabama","Onslow County, North Carolina"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Ohio,Geauga County,93224,85681,7543,2903,3199,1441,,7,"Calhoun County, Alabama","Geauga County, Ohio"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Ohio,Hancock County,74961,62295,12666,7443,3720,1503,,12,"Calhoun County, Alabama","Hancock County, Ohio"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Ohio,Wood County,125276,102300,22976,13318,6742,2916,,10,"Calhoun County, Alabama","Wood County, Ohio"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Pennsylvania,Lehigh County,358430,312151,46090,27503,11763,6824,189,26,"Calhoun County, Alabama","Lehigh County, Pennsylvania"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,South Carolina,Greenville County,493654,421328,72265,44441,17318,10506,61,6,"Calhoun County, Alabama","Greenville County, South Carolina"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,South Carolina,Spartanburg County,299890,259927,39914,26282,8867,4765,49,5,"Calhoun County, Alabama","Spartanburg County, South Carolina"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Tennessee,Giles County,28264,25193,3071,1858,562,651,,8,"Calhoun County, Alabama","Giles County, Tennessee"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Tennessee,Montgomery County,195092,156440,38494,18084,4488,15922,158,13,"Calhoun County, Alabama","Montgomery County, Tennessee"
Alabama,Calhoun County,113053,94947,17976,11467,3992,2517,130,Tennessee,Rutherford County,304647,259248,45399,26892,11669,6838,,1,"Calhoun County, Alabama","Rutherford County, Tennessee"
