Current_Residence_State,Current_Residence_County,Current_Residence_County_Population_1_Year_and_Over,Current_Residence_County_Nonmovers,Current_Residence_Movers_within_United_States,Current_Residence_Movers_within_Same_County,Current_Residence_Movers_from_Different_County_Same_State,Current_Residence_Movers_from_Different_State,Current_Residence_Movers_from_Abroad,Previous_Residence_State/U.S._Island_Area/Foreign_Region,Previous_Residence_County,Previous_Residence_County_Population_1_Year_and_Over,Previous_Residence_County_Nonmovers,Previous_Residence_Movers_within_United_States_or_Puerto_Rico,Previous_Residence_Movers_within_Same_County,Previous_Residence_Movers_within_Different_County_Same_State,Previous_Residence_Movers_within_Different_State,Previous_Residence_Movers_to_Puerto_Rico,Movers_in_County_to_County_Flow,Current_Residence_County_State,Previous_Residence_County_State
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Alabama,Madison County,355157,298126,57019,37693,8736,10590,12,187,"Lawrence County, Alabama","Madison County, Alabama"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Alabama,Marion County,30254,27265,2989,1505,1079,405,,17,"Lawrence County, Alabama","Marion County, Alabama"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Alabama,Morgan County,117102,104283,12819,8027,3833,959,,223,"Lawrence County, Alabama","Morgan County, Alabama"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Alabama,Pike County,32360,27746,4614,2279,1654,681,,37,"Lawrence County, Alabama","Pike County, Alabama"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Alabama,Shelby County,207819,182989,24830,12235,8024,4571,,51,"Lawrence County, Alabama","Shelby County, Alabama"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Alabama,Winston County,23872,20974,2898,1641,1182,75,,17,"Lawrence County, Alabama","Winston County, Alabama"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,California,Kern County,869930,753435,116495,81353,22360,12782,,9,"Lawrence County, Alabama","Kern County, California"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,California,Los Angeles County,10010257,8943552,1066388,746329,178755,141304,317,22,"Lawrence County, Alabama","Los Angeles County, California"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Florida,Duval County,917824,747731,169981,116789,27375,25817,112,26,"Lawrence County, Alabama","Duval County, Florida"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Georgia,Haralson County,28405,25417,2988,1373,1179,436,,6,"Lawrence County, Alabama","Haralson County, Georgia"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Hawaii,Honolulu County,972698,834438,138246,82937,3514,51795,14,7,"Lawrence County, Alabama","Honolulu County, Hawaii"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Illinois,Sangamon County,195208,164959,30249,21119,4869,4261,,7,"Lawrence County, Alabama","Sangamon County, Illinois"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Indiana,Allen County,367350,312169,55181,38450,9128,7603,,3,"Lawrence County, Alabama","Allen County, Indiana"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Louisiana,Orleans Parish,388850,330407,58443,31712,12996,13735,,15,"Lawrence County, Alabama","Orleans Parish, Louisiana"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Louisiana,Rapides Parish,128531,111165,17366,11197,3554,2615,,8,"Lawrence County, Alabama","Rapides Parish, Louisiana"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Michigan,Kalamazoo County,254778,208118,46660,31136,9439,6085,,24,"Lawrence County, Alabama","Kalamazoo County, Michigan"
Alabama,Lawrence County,32808,29901,2853,1499,1042,312,54,Mississippi,Copiah County,28344,26271,2073,633,1156,284,,11,"Lawrence County, Alabama","Copiah County, Mississippi"
